PRENEI_MENS,PRELIQ_MENS,PRETOTM_MENS,T_MENS,EVAP_MENS,ETP_MENS,PE_MENS,SWI_MENS,DRAINC_MENS,RUNC_MENS,ECOULEMENT_MENS,ville,Annee,Mois,longitude,latitude,Departement,distance_km
4.1,25.1,29.2,8.6,54.5,62.6,-25.3,0.78,19.5,2.2,4.3,Ville 7603,1967,4,5.65,45.25,Isere,8.883688380374108
0.0,157.8,157.8,13.2,74.0,72.8,83.8,0.73,13.6,16.2,0.0,Ville 7603,1967,5,5.65,45.25,Isere,8.883688380374108
0.0,89.1,89.1,16.0,106.8,109.8,-17.7,0.82,29.4,10.0,0.0,Ville 7603,1967,6,5.65,45.25,Isere,8.883688380374108
0.0,54.5,54.5,21.3,111.9,139.2,-57.4,0.53,6.0,2.6,0.0,Ville 7603,1967,7,5.65,45.25,Isere,8.883688380374108
0.0,39.9,39.9,19.3,63.9,101.0,-24.0,0.35,1.1,1.0,0.0,Ville 7603,1967,8,5.65,45.25,Isere,8.883688380374108
0.0,93.3,93.3,14.5,45.6,51.9,47.7,0.38,3.9,5.7,0.0,Ville 7603,1967,9,5.65,45.25,Isere,8.883688380374108
0.0,64.3,64.3,12.2,36.9,36.1,27.4,0.44,0.2,3.9,0.0,Ville 7603,1967,10,5.65,45.25,Isere,8.883688380374108
8.3,102.7,111.0,5.7,13.8,9.1,97.2,0.72,16.9,13.3,9.3,Ville 7603,1967,11,5.65,45.25,Isere,8.883688380374108
23.0,42.4,65.4,-0.8,1.8,6.5,63.6,0.81,15.6,25.6,33.7,Ville 7603,1967,12,5.65,45.25,Isere,8.883688380374108
104.1,36.4,140.5,-1.1,-0.1,6.5,140.6,0.87,18.2,34.2,43.6,Ville 7603,1968,1,5.65,45.25,Isere,8.883688380374108
14.2,63.9,78.1,3.4,0.5,9.1,77.6,0.91,35.9,59.7,100.4,Ville 7603,1968,2,5.65,45.25,Isere,8.883688380374108
3.3,28.3,31.6,6.0,28.8,41.5,2.8,0.91,46.9,49.1,64.6,Ville 7603,1968,3,5.65,45.25,Isere,8.883688380374108
0.0,67.3,67.3,10.3,55.2,60.8,12.1,0.75,16.0,6.1,0.0,Ville 7603,1968,4,5.65,45.25,Isere,8.883688380374108
0.0,120.4,120.4,12.5,76.0,73.8,44.4,0.8,19.8,12.8,0.0,Ville 7603,1968,5,5.65,45.25,Isere,8.883688380374108
0.0,112.2,112.2,16.4,103.6,103.2,8.6,0.78,18.2,11.7,0.0,Ville 7603,1968,6,5.65,45.25,Isere,8.883688380374108
0.0,119.0,119.0,18.8,122.8,127.2,-3.8,0.66,10.3,9.2,0.0,Ville 7603,1968,7,5.65,45.25,Isere,8.883688380374108
0.0,177.1,177.1,16.3,83.1,74.6,94.0,0.78,23.7,20.0,0.0,Ville 7603,1968,8,5.65,45.25,Isere,8.883688380374108
0.0,158.9,158.9,13.8,63.6,52.2,95.3,0.9,45.1,21.5,0.0,Ville 7603,1968,9,5.65,45.25,Isere,8.883688380374108
0.0,47.7,47.7,11.9,37.0,32.3,10.7,0.87,38.3,5.7,0.0,Ville 7603,1968,10,5.65,45.25,Isere,8.883688380374108
27.2,82.0,109.2,4.9,11.3,11.0,97.9,0.95,62.4,16.5,27.1,Ville 7603,1968,11,5.65,45.25,Isere,8.883688380374108
16.9,159.1,176.0,1.3,6.7,8.8,169.3,0.93,92.6,32.2,5.0,Ville 7603,1968,12,5.65,45.25,Isere,8.883688380374108
29.4,59.2,88.6,0.1,-0.3,8.4,88.9,0.97,43.2,54.6,60.7,Ville 7603,1969,1,5.65,45.25,Isere,8.883688380374108
21.5,54.1,75.6,-0.4,1.8,11.8,73.8,0.93,21.5,48.3,55.3,Ville 7603,1969,2,5.65,45.25,Isere,8.883688380374108
1.3,66.8,68.1,5.6,16.3,21.1,51.8,0.96,50.9,34.0,26.2,Ville 7603,1969,3,5.65,45.25,Isere,8.883688380374108
0.8,86.9,87.7,9.0,50.7,51.8,37.0,0.86,33.2,9.9,0.8,Ville 7603,1969,4,5.65,45.25,Isere,8.883688380374108
0.0,82.6,82.6,13.8,78.9,79.6,3.7,0.83,36.7,8.7,0.0,Ville 7603,1969,5,5.65,45.25,Isere,8.883688380374108
0.0,166.9,166.9,14.8,80.6,76.1,86.3,0.81,29.7,20.8,0.0,Ville 7603,1969,6,5.65,45.25,Isere,8.883688380374108
0.0,99.8,99.8,19.2,123.8,129.0,-24.0,0.76,25.5,8.4,0.0,Ville 7603,1969,7,5.65,45.25,Isere,8.883688380374108
0.0,83.7,83.7,17.8,90.9,92.9,-7.2,0.57,5.2,5.4,0.0,Ville 7603,1969,8,5.65,45.25,Isere,8.883688380374108
0.0,80.1,80.1,15.5,60.9,57.9,19.2,0.61,5.8,6.1,0.0,Ville 7603,1969,9,5.65,45.25,Isere,8.883688380374108
0.0,3.6,3.6,11.2,32.3,40.3,-28.7,0.51,3.4,0.1,0.0,Ville 7603,1969,10,5.65,45.25,Isere,8.883688380374108
8.6,159.2,167.8,5.2,13.3,12.9,154.5,0.7,24.3,21.2,8.9,Ville 7603,1969,11,5.65,45.25,Isere,8.883688380374108
55.3,22.5,77.8,-2.2,0.2,9.2,77.6,0.88,24.8,15.4,22.1,Ville 7603,1969,12,5.65,45.25,Isere,8.883688380374108
2.3,79.0,81.3,1.6,0.7,9.2,80.6,0.89,19.9,81.4,94.2,Ville 7603,1970,1,5.65,45.25,Isere,8.883688380374108
78.8,134.9,213.7,1.6,3.5,10.6,210.2,1.02,57.4,113.4,136.1,Ville 7603,1970,2,5.65,45.25,Isere,8.883688380374108
60.6,87.8,148.4,1.7,4.2,23.0,144.2,1.02,58.7,91.6,130.0,Ville 7603,1970,3,5.65,45.25,Isere,8.883688380374108
23.5,153.5,177.0,6.9,45.5,50.1,131.5,1.06,104.5,67.5,59.0,Ville 7603,1970,4,5.65,45.25,Isere,8.883688380374108
0.0,83.4,83.4,12.4,81.4,83.0,2.0,0.86,38.9,8.7,0.0,Ville 7603,1970,5,5.65,45.25,Isere,8.883688380374108
0.0,113.9,113.9,17.9,103.0,101.5,10.9,0.7,10.9,9.0,0.0,Ville 7603,1970,6,5.65,45.25,Isere,8.883688380374108
0.0,51.3,51.3,18.9,113.6,129.0,-62.3,0.54,5.6,1.7,0.0,Ville 7603,1970,7,5.65,45.25,Isere,8.883688380374108
0.0,75.2,75.2,18.6,78.2,96.9,-3.0,0.41,2.3,3.1,0.0,Ville 7603,1970,8,5.65,45.25,Isere,8.883688380374108
0.0,70.5,70.5,16.1,61.6,83.1,8.9,0.37,0.5,3.3,0.0,Ville 7603,1970,9,5.65,45.25,Isere,8.883688380374108
1.5,97.4,98.9,9.3,40.8,37.4,58.1,0.56,8.5,9.2,1.7,Ville 7603,1970,10,5.65,45.25,Isere,8.883688380374108
1.6,133.5,135.1,6.1,19.0,15.8,116.1,0.73,22.8,17.5,1.7,Ville 7603,1970,11,5.65,45.25,Isere,8.883688380374108
32.2,26.4,58.6,0.4,6.9,10.6,51.7,0.88,38.8,3.6,1.7,Ville 7603,1970,12,5.65,45.25,Isere,8.883688380374108
27.2,45.9,73.1,-1.6,0.5,9.3,72.6,0.84,12.6,42.4,58.0,Ville 7603,1971,1,5.65,45.25,Isere,8.883688380374108
17.2,29.7,46.9,2.0,8.0,23.5,38.9,0.91,16.5,46.6,59.8,Ville 7603,1971,2,5.65,45.25,Isere,8.883688380374108
61.1,100.7,161.8,1.3,11.6,35.2,150.2,0.98,40.9,79.8,113.1,Ville 7603,1971,3,5.65,45.25,Isere,8.883688380374108
0.0,131.8,131.8,11.0,58.6,63.4,73.2,0.9,50.6,19.0,0.0,Ville 7603,1971,4,5.65,45.25,Isere,8.883688380374108
0.0,85.1,85.1,13.4,76.2,70.7,8.9,0.89,54.6,9.1,0.0,Ville 7603,1971,5,5.65,45.25,Isere,8.883688380374108
0.0,172.2,172.2,15.3,98.8,92.3,73.4,0.9,47.7,21.7,0.0,Ville 7603,1971,6,5.65,45.25,Isere,8.883688380374108
0.0,52.6,52.6,20.4,125.3,140.1,-72.7,0.66,13.3,3.7,0.0,Ville 7603,1971,7,5.65,45.25,Isere,8.883688380374108
0.0,104.0,104.0,20.2,97.0,114.6,7.0,0.44,4.2,5.1,0.0,Ville 7603,1971,8,5.65,45.25,Isere,8.883688380374108
0.0,46.6,46.6,14.6,57.6,70.7,-11.0,0.41,0.3,1.9,0.0,Ville 7603,1971,9,5.65,45.25,Isere,8.883688380374108
0.0,26.9,26.9,10.7,30.7,38.1,-3.8,0.39,0.3,1.4,0.0,Ville 7603,1971,10,5.65,45.25,Isere,8.883688380374108
61.6,118.0,179.6,3.0,12.5,14.4,167.1,0.59,10.7,12.0,9.6,Ville 7603,1971,11,5.65,45.25,Isere,8.883688380374108
1.6,4.9,6.5,1.5,1.1,14.4,5.4,0.74,15.2,16.3,36.4,Ville 7603,1971,12,5.65,45.25,Isere,8.883688380374108
44.1,25.3,69.4,1.1,0.8,10.3,68.6,0.77,12.4,7.1,19.1,Ville 7603,1972,1,5.65,45.25,Isere,8.883688380374108
41.3,75.0,116.3,3.7,3.3,12.1,113.0,0.87,35.0,43.8,79.9,Ville 7603,1972,2,5.65,45.25,Isere,8.883688380374108
21.6,52.0,73.6,6.4,22.3,36.9,51.3,0.92,45.5,94.3,133.6,Ville 7603,1972,3,5.65,45.25,Isere,8.883688380374108
0.3,88.4,88.7,8.7,51.9,52.7,36.8,0.88,42.6,11.2,0.4,Ville 7603,1972,4,5.65,45.25,Isere,8.883688380374108
0.0,76.4,76.4,12.6,81.1,83.5,-4.7,0.73,13.2,6.5,0.0,Ville 7603,1972,5,5.65,45.25,Isere,8.883688380374108
0.0,111.6,111.6,15.6,90.8,91.3,20.8,0.69,9.6,9.2,0.0,Ville 7603,1972,6,5.65,45.25,Isere,8.883688380374108
0.0,68.6,68.6,18.4,110.4,118.9,-41.8,0.57,5.1,4.1,0.0,Ville 7603,1972,7,5.65,45.25,Isere,8.883688380374108
0.0,54.0,54.0,17.0,62.0,91.6,-8.0,0.39,2.0,1.7,0.0,Ville 7603,1972,8,5.65,45.25,Isere,8.883688380374108
0.0,57.3,57.3,12.0,56.0,57.2,1.3,0.45,2.1,3.7,0.0,Ville 7603,1972,9,5.65,45.25,Isere,8.883688380374108
0.0,56.4,56.4,9.6,26.3,34.4,30.1,0.4,1.6,3.3,0.0,Ville 7603,1972,10,5.65,45.25,Isere,8.883688380374108
1.2,121.4,122.6,5.8,17.0,15.2,105.6,0.67,17.6,14.4,1.2,Ville 7603,1972,11,5.65,45.25,Isere,8.883688380374108
0.1,44.5,44.6,1.8,5.6,14.7,39.0,0.86,32.7,6.0,0.1,Ville 7603,1972,12,5.65,45.25,Isere,8.883688380374108
46.6,21.8,68.4,0.3,2.9,12.8,65.5,0.82,14.1,9.9,27.0,Ville 7603,1973,1,5.65,45.25,Isere,8.883688380374108
51.7,36.3,88.0,0.3,2.9,15.4,85.1,0.89,21.3,24.0,45.7,Ville 7603,1973,2,5.65,45.25,Isere,8.883688380374108
4.3,16.8,21.1,3.8,16.0,42.0,5.1,0.87,25.5,55.0,65.2,Ville 7603,1973,3,5.65,45.25,Isere,8.883688380374108
27.0,73.6,100.6,6.4,56.1,60.4,44.5,0.85,29.1,11.5,30.0,Ville 7603,1973,4,5.65,45.25,Isere,8.883688380374108
0.0,87.5,87.5,14.2,81.6,78.9,5.9,0.79,18.9,7.9,0.0,Ville 7603,1973,5,5.65,45.25,Isere,8.883688380374108
0.0,107.8,107.8,17.3,105.7,104.5,2.1,0.71,12.2,9.4,0.0,Ville 7603,1973,6,5.65,45.25,Isere,8.883688380374108
0.0,251.7,251.7,18.7,110.4,116.9,141.3,0.75,51.0,36.5,0.0,Ville 7603,1973,7,5.65,45.25,Isere,8.883688380374108
0.0,62.8,62.8,19.9,97.0,101.7,-34.2,0.71,21.5,4.0,0.0,Ville 7603,1973,8,5.65,45.25,Isere,8.883688380374108
0.0,97.6,97.6,15.6,69.9,71.1,27.7,0.61,8.4,8.9,0.0,Ville 7603,1973,9,5.65,45.25,Isere,8.883688380374108
0.0,74.3,74.3,9.1,39.2,33.5,35.1,0.76,17.0,8.3,0.0,Ville 7603,1973,10,5.65,45.25,Isere,8.883688380374108
28.5,36.6,65.1,4.0,17.0,15.9,48.1,0.77,14.0,3.7,0.0,Ville 7603,1973,11,5.65,45.25,Isere,8.883688380374108
0.7,50.9,51.6,1.2,1.8,10.9,49.8,0.85,22.1,30.1,59.6,Ville 7603,1973,12,5.65,45.25,Isere,8.883688380374108
0.0,73.6,73.6,3.9,8.2,11.2,65.4,0.89,36.7,18.7,0.0,Ville 7603,1974,1,5.65,45.25,Isere,8.883688380374108
47.6,102.1,149.7,3.9,10.2,15.5,139.5,0.99,88.0,20.2,33.7,Ville 7603,1974,2,5.65,45.25,Isere,8.883688380374108
11.5,56.0,67.5,6.7,14.6,24.6,52.9,0.94,65.6,26.4,70.5,Ville 7603,1974,3,5.65,45.25,Isere,8.883688380374108
0.2,41.4,41.6,8.4,44.8,53.3,-3.2,0.74,18.4,3.5,0.2,Ville 7603,1974,4,5.65,45.25,Isere,8.883688380374108
0.0,99.4,99.4,12.5,74.2,75.6,25.2,0.74,13.6,9.2,0.0,Ville 7603,1974,5,5.65,45.25,Isere,8.883688380374108
0.0,106.9,106.9,15.5,98.7,100.8,8.2,0.67,9.8,8.7,0.0,Ville 7603,1974,6,5.65,45.25,Isere,8.883688380374108
0.0,69.4,69.4,18.6,121.3,134.7,-51.9,0.59,6.5,4.5,0.0,Ville 7603,1974,7,5.65,45.25,Isere,8.883688380374108
0.0,53.3,53.3,18.8,64.0,115.3,-10.7,0.37,2.3,1.6,0.0,Ville 7603,1974,8,5.65,45.25,Isere,8.883688380374108
0.0,184.8,184.8,13.6,63.5,57.5,121.3,0.54,11.8,19.1,0.0,Ville 7603,1974,9,5.65,45.25,Isere,8.883688380374108
11.5,145.7,157.2,5.1,25.1,17.9,132.1,0.9,60.7,24.3,14.6,Ville 7603,1974,10,5.65,45.25,Isere,8.883688380374108
8.9,177.6,186.5,5.4,12.2,12.7,174.3,0.98,97.5,33.5,11.6,Ville 7603,1974,11,5.65,45.25,Isere,8.883688380374108
24.2,41.6,65.8,3.2,5.9,12.2,59.9,0.97,90.1,21.8,47.2,Ville 7603,1974,12,5.65,45.25,Isere,8.883688380374108
